Token,LOC,PER,ORG,MISC
-,,,,
même,,,,
.,,,,
Alors,,,,
je,,,,
me,,,,
suis,,,,
dit,,,,
:,,,,
"
Ayons
l'
œil
",,,,
,,,,
Roger,,,,
,,,,
et,,,,
en,,,,
avant,,,,
la,,,,
grande,,,,
scène,,,,
!,,,,
»,,,,
Là,,,,
-,,,,
dessus,,,,
,,,,
mon,,,,
bon,,,,
ami,,,,
le,,,,
maître,,,,
d',,,,
armes,,,,
se,,,,
mit,,,,
à,,,,
jouer,,,,
ce,,,,
qu',,,,
il,,,,
appelait,,,,
la,,,,
grande,,,,
scène,,,,
,,,,
c',,,,
est,,,,
-,,,,
à,,,,
-,,,,
dire,,,,
ce,,,,
qui,,,,
s',,,,
était,,,,
passé,,,,
le,,,,
matin,,,,
dans,,,,
,,,,
ma,,,,
chambre,,,,
entre,,,,
lui,,,,
et,,,,
moi,,,,
.,,,,
Ah,,,,
!,,,,
le,,,,
misérable,,,,
,,,,
il,,,,
n',,,,
oublia,,,,
rien,,,,
...,,,,
Il,,,,
criait,,,,
:,,,,
«,,,,
Ma,,,,
mère,,,,
!,,,,
ma,,,,
pauvre,,,,
mère,,,,
!,,,,
»,,,,
avec,,,,
des,,,,
intonations,,,,
de,,,,
théâtre,,,,
.,,,,
Puis,,,,
il,,,,
imitait,,,,
ma,,,,
voix,,,,
:,,,,
«,,,,
Non,,,,
,,,,
Roger,,,,
!,,,,
non,,,,
!,,,,
vous,,,,
ne,,,,
sortirez,,,,
pas,,,,
!,,,,
...,,,,
»,,,,
La,,,,
grande,,,,
scène,,,,
était,,,,
réellement,,,,
d',,,,
un,,,,
haut,,,,
comique,,,,
,,,,
et,,,,
tout,,,,
l',,,,
auditoire,,,,
se,,,,
roulait,,,,
.,,,,
Moi,,,,
,,,,
je,,,,
sentais,,,,
de,,,,
grosses,,,,
larmes,,,,
ruisseler,,,,
le,,,,
long,,,,
de,,,,
mes,,,,
joues,,,,
,,,,
j',,,,
avais,,,,
le,,,,
frisson,,,,
,,,,
les,,,,
oreilles,,,,
me,,,,
tintaient,,,,
,,,,
je,,,,
devinais,,,,
toute,,,,
l',,,,
odieuse,,,,
comédie,,,,
du,,,,
matin,,,,
,,,,
je,,,,
comprenais,,,,
vaguement,,,,
que,,,,
Roger,,,,
avait,,,,
fait,,,,
exprès,,,,
d',,,,
envoyer,,,,
mes,,,,
lettres,,,,
pour,,,,
se,,,,
mettre,,,,
à,,,,
l',,,,
abri,,,,
de,,,,
toute,,,,
mésaventure,,,,
,,,,
que,,,,
depuis,,,,
vingt,,,,
ans,,,,
sa,,,,
mère,,,,
,,,,
sa,,,,
pauvre,,,,
mère,,,,
,,,,
était,,,,
morte,,,,
,,,,
et,,,,
que,,,,
j',,,,
avais,,,,
pris,,,,
l',,,,
étui,,,,
de,,,,
sa,,,,
pipe,,,,
pour,,,,
une,,,,
crosse,,,,
de,,,,
pistolet,,,,
.,,,,
«,,,,
Et,,,,
la,,,,
belle,,,,
Cécilia,,,,
?,,,,
dit,,,,
un,,,,
noble,,,,
cœur,,,,
.,,,,
–,,,,
Cécilia,,,,
n',,,,
a,,,,
pas,,,,
parlé,,,,
,,,,
elle,,,,
a,,,,
fait,,,,
ses,,,,
malles,,,,
,,,,
c',,,,
est,,,,
une,,,,
bonne,,,,
fille,,,,
.,,,,
–,,,,
Et,,,,
le,,,,
petit,,,,
Daniel,,,,
que,,,,
va,,,,
-t,,,,
-il,,,,
devenir,,,,
?,,,,
–,,,,
Bah,,,,
!,,,,
»,,,,
répondit,,,,
Roger,,,,
.,,,,
Ici,,,,
,,,,
un,,,,
geste,,,,
qui,,,,
fit,,,,
rire,,,,
tout,,,,
le,,,,
monde,,,,
.,,,,
Cet,,,,
éclat,,,,
de,,,,
rire,,,,
me,,,,
mit,,,,
hors,,,,
de,,,,
moi,,,,
.,,,,
J',,,,
eus,,,,
envie,,,,
de,,,,
sortir,,,,
de,,,,
la,,,,
tonnelle,,,,
et,,,,
d',,,,
apparaître,,,,
soudainement,,,,
au,,,,
milieu,,,,
d',,,,
eux,,,,
comme,,,,
un,,,,
spectre,,,,
.,,,,
Mais,,,,
je,,,,
me,,,,
contins,,,,
:,,,,
j',,,,
avais,,,,
déjà,,,,
été,,,,
assez,,,,
ridicule,,,,
.,,,,
Le,,,,
rôti,,,,
arrivait,,,,
,,,,
les,,,,
verres,,,,
se,,,,
choquèrent,,,,
:,,,,
«,,,,
À,,,,
Roger,,,,
!,,,,
À,,,,
Roger,,,,
!,,,,
»,,,,
criait,,,,
-on,,,,
.,,,,
Je,,,,
n',,,,
y,,,,
tins,,,,
plus,,,,
,,,,
je,,,,
souffrais,,,,
trop,,,,
.,,,,
Sans,,,,
m',,,,
inquiéter,,,,
si,,,,
quelqu',,,,
un,,,,
pouvait,,,,
me,,,,
voir,,,,
,,,,
je,,,,
m',,,,
élançai,,,,
à,,,,
travers,,,,
le,,,,
jardin,,,,
.,,,,
D',,,,
un,,,,
bond,,,,
je,,,,
franchis,,,,
la,,,,
porte,,,,
à,,,,
claire-voie,,,,
et,,,,
je,,,,
me,,,,
mis,,,,
à,,,,
courir,,,,
devant,,,,
moi,,,,
comme,,,,
un,,,,
fou,,,,
.,,,,
La,,,,
nuit,,,,
tombait,,,,
,,,,
silencieuse,,,,
,,,,
et,,,,
cet,,,,
immense,,,,
champ,,,,
de,,,,
neige,,,,
prenait,,,,
dans,,,,
la,,,,
demi-obscurité,,,,
du,,,,
crépuscule,,,,
je,,,,
ne,,,,
sais,,,,
quel,,,,
aspect,,,,
de,,,,
profonde,,,,
mélancolie,,,,
.,,,,
Je,,,,
courus,,,,
ainsi,,,,
quelque,,,,
temps,,,,
comme,,,,
un,,,,
cabri,,,,
blessé,,,,
,,,,
et,,,,
si,,,,
les,,,,
cœurs,,,,
qui,,,,
se,,,,
brisent,,,,
et,,,,
qui,,,,
saignent,,,,
étaient,,,,
autre,,,,
chose,,,,
que,,,,
des,,,,
façons,,,,
de,,,,
parler,,,,
,,,,
à,,,,
l',,,,
usage,,,,
des,,,,
poètes,,,,
,,,,
je,,,,
vous,,,,
jure,,,,
qu',,,,
on,,,,
aurait,,,,
pu,,,,
trouver,,,,
derrière,,,,
moi,,,,
,,,,
sur,,,,
la,,,,
plaine,,,,
blanche,,,,
,,,,
une,,,,
longue,,,,
trace,,,,
de,,,,
sang,,,,
.,,,,
Je,,,,
me,,,,
sentais,,,,
perdu,,,,
.,,,,
Où,,,,
trouver,,,,
de,,,,
l',,,,
argent,,,,
?,,,,
Comment,,,,
m',,,,
en,,,,
aller,,,,
?,,,,
Comment,,,,
rejoindre,,,,
mon,,,,
frère,,,,
Jacques,,,,
?,,,,
Dénoncer,,,,
Roger,,,,
ne,,,,
m',,,,
aurait,,,,
même,,,,
servi,,,,
de,,,,
rien,,,,
...,,,,
Il,,,,
pouvait,,,,
nier,,,,
,,,,
maintenant,,,,
que,,,,
Cécilia,,,,
était,,,,
partie,,,,
.,,,,
Enfin,,,,
,,,,
accablé,,,,
,,,,
épuisé,,,,
de,,,,
fatigue,,,,
et,,,,
de,,,,
douleur,,,,
,,,,
je,,,,
me,,,,
laissai,,,,
tomber,,,,
dans,,,,
la,,,,
neige,,,,
au,,,,
pied,,,,
d',,,,
un,,,,
châtaignier,,,,
.,,,,
Je,,,,
serais,,,,
resté,,,,
là,,,,
jusqu',,,,
au,,,,
lendemain,,,,
peut-être,,,,
,,,,
pleurant,,,,
et,,,,
n',,,,
ayant,,,,
pas,,,,
la,,,,
force,,,,
de,,,,
penser,,,,
,,,,
quand,,,,
tout,,,,
à,,,,
coup,,,,
,,,,
bien,,,,
loin,,,,
,,,,
du,,,,
côté,,,,
de,,,,
Sarlande,,,,
,,,,
j',,,,
entendis,,,,
une,,,,
cloche,,,,
sonner,,,,
.,,,,
C',,,,
était,,,,
la,,,,
cloche,,,,
du,,,,
collège,,,,
.,,,,
J',,,,
avais,,,,
tout,,,,
oublié,,,,
,,,,
cette,,,,
cloche,,,,
me,,,,
rappela,,,,
à,,,,
la,,,,
vie,,,,
:,,,,
il,,,,
me,,,,
fallait,,,,
rentrer,,,,
et,,,,
surveiller,,,,
la,,,,
récréation,,,,
des,,,,
élèves,,,,
dans,,,,
la,,,,
salle,,,,
...,,,,
En,,,,
pensant,,,,
à,,,,
la,,,,
salle,,,,
,,,,
une,,,,
idée,,,,
subite,,,,
me,,,,
vint,,,,
.,,,,
Sur,,,,
le,,,,
champ,,,,
,,,,
mes,,,,
larmes,,,,
s',,,,
arrêtèrent,,,,
,,,,
je,,,,
me,,,,
sentis,,,,
plus,,,,
fort,,,,
,,,,
plus,,,,
calme,,,,
.,,,,
Je,,,,
me,,,,
levai,,,,
,,,,
et,,,,
,,,,
de,,,,
ce,,,,
pas,,,,
délibéré,,,,
de,,,,
l',,,,
homme,,,,
qui,,,,
vient,,,,
de,,,,
prendre,,,,
une,,,,
irrévocable,,,,
décision,,,,
,,,,
je,,,,
repris,,,,
le,,,,
chemin,,,,
de,,,,
Sarlande,,,,
.,,,,
Si,,,,
vous,,,,
voulez,,,,
savoir,,,,
quelle,,,,
irrévocable,,,,
décision,,,,
vient,,,,
de,,,,
prendre,,,,
le,,,,
petit,,,,
Chose,,,,
,,,,
suivez,,,,
-,,,,
le,,,,
jusqu',,,,
à,,,,
Sarlande,,,,
,,,,
à,,,,
travers,,,,
cette,,,,
grande,,,,
plaine,,,,
blanche,,,,
,,,,
suivez,,,,
-,,,,
le,,,,
dans,,,,
les,,,,
rues,,,,
sombres,,,,
et,,,,
boueuses,,,,
de,,,,
la,,,,
ville,,,,
,,,,
suivez,,,,
-,,,,
le,,,,
sous,,,,
le,,,,
porche,,,,
du,,,,
collège,,,,
,,,,
suivez,,,,
-,,,,
le,,,,
dans,,,,
la,,,,
salle,,,,
pendant,,,,
la,,,,
récréation,,,,
,,,,
et,,,,
remarquez,,,,
avec,,,,
quelle,,,,
singulière,,,,
persistance,,,,
il,,,,
regarde,,,,
le,,,,
gros,,,,
anneau,,,,
de,,,,
fer,,,,
qui,,,,
se,,,,
balance,,,,
au,,,,
milieu,,,,
,,,,
la,,,,
récréation,,,,
finie,,,,
,,,,
suivez,,,,
-,,,,
le,,,,
encore,,,,
jusqu',,,,
à,,,,
l',,,,
étude,,,,
,,,,
montez,,,,
avec,,,,
lui,,,,
dans,,,,
sa,,,,
chaire,,,,
,,,,
et,,,,
lisez,,,,
par,,,,
-,,,,
dessus,,,,
son,,,,
épaule,,,,
cette,,,,
lettre,,,,
douloureuse,,,,
qu',,,,
il,,,,
est,,,,
en,,,,
train,,,,
d',,,,
écrire,,,,
au,,,,
milieu,,,,
du,,,,
vacarme,,,,
et,,,,
des,,,,
enfants,,,,
ameutés,,,,
:,,,,
«,,,,
Monsieur,,,,
Jacques,,,,
Eyssette,,,,
,,,,
rue,,,,
Bonaparte,,,,
,,,,
à,,,,
Paris,,,,
.,,,,
«,,,,
Pardonne,,,,
-moi,,,,
,,,,
mon,,,,
bien-aimé,,,,
Jacques,,,,
,,,,
la,,,,
douleur,,,,
que,,,,
je,,,,
viens,,,,
te,,,,
causer,,,,
.,,,,
Toi,,,,
qui,,,,
ne,,,,
pleurais,,,,
plus,,,,
,,,,
je,,,,
vais,,,,
te,,,,
faire,,,,
pleurer,,,,
encore,,,,
une,,,,
fois,,,,
,,,,
ce,,,,
sera,,,,
la,,,,
dernière,,,,
par,,,,
exemple,,,,
...,,,,
Quand,,,,
tu,,,,
recevras,,,,
cette,,,,
lettre,,,,
,,,,
ton,,,,
pauvre,,,,
Daniel,,,,
sera,,,,
mort,,,,
...,,,,
»,,,,
Ici,,,,
,,,,
le,,,,
vacarme,,,,
de,,,,
l',,,,
étude,,,,
redouble,,,,
,,,,
le,,,,
petit,,,,
Chose,,,,
s',,,,
interrompt,,,,
et,,,,
distribue,,,,
quelques,,,,
punitions,,,,
de,,,,
droite,,,,
et,,,,
de,,,,
gauche,,,,
,,,,
mais,,,,
gravement,,,,
,,,,
sans,,,,
colère,,,,
,,,,
Puis,,,,
il,,,,
continue,,,,
:,,,,
«,,,,
Vois,,,,
-,,,,
tu,,,,
!,,,,
Jacques,,,,
,,,,
j',,,,
étais,,,,
trop,,,,
malheureux,,,,
.,,,,
Je,,,,
ne,,,,
pouvais,,,,
pas,,,,
faire,,,,
autrement,,,,
que,,,,
de,,,,
me,,,,
tuer,,,,
.,,,,
Mon,,,,
avenir,,,,
est,,,,
perdu,,,,
:,,,,
on,,,,
m',,,,
a,,,,
chassé,,,,
du,,,,
collège,,,,
:,,,,
--,,,,
c',,,,
est,,,,
pour,,,,
une,,,,
histoire,,,,
de,,,,
femme,,,,
,,,,
des,,,,
choses,,,,
trop,,,,
longues,,,,
à,,,,
te,,,,
raconter,,,,
,,,,
puis,,,,
,,,,
j',,,,
ai,,,,
fait,,,,
des,,,,
dettes,,,,
,,,,
je,,,,
ne,,,,
sais,,,,
plus,,,,
travailler,,,,
,,,,
j',,,,
ai,,,,
honte,,,,
,,,,
je,,,,
m',,,,
ennuie,,,,
,,,,
j',,,,
ai,,,,
le,,,,
dégoût,,,,
,,,,
la,,,,
vie,,,,
me,,,,
fait,,,,
peur,,,,
...,,,,
J',,,,
aime,,,,
mieux,,,,
m',,,,
en,,,,
aller,,,,
...,,,,
»,,,,
Le,,,,
petit,,,,
Chose,,,,
est,,,,
obligé,,,,
de,,,,
s',,,,
interrompre,,,,
encore,,,,
:,,,,
«,,,,
Cinq,,,,
cents,,,,
vers,,,,
à,,,,
l',,,,
élève,,,,
Soubeyrol,,,,
!,,,,
Fouque,,,,
et,,,,
Loupi,,,,
en,,,,
retenue,,,,
dimanche,,,,
!,,,,
»,,,,
Ceci,,,,
fait,,,,
,,,,
il,,,,
achève,,,,
sa,,,,
lettre,,,,
:,,,,
«,,,,
Adieu,,,,
,,,,
Jacques,,,,
!,,,,
J',,,,
en,,,,
aurais,,,,
encore,,,,
long,,,,
à,,,,
te,,,,
dire,,,,
,,,,
mais,,,,
je,,,,
sens,,,,
que,,,,
je,,,,
vais,,,,
pleurer,,,,
,,,,
et,,,,
les,,,,
élèves,,,,
me,,,,
regardent,,,,
.,,,,
Dis,,,,
à,,,,
maman,,,,
que,,,,
j',,,,
ai,,,,
glissé,,,,
du,,,,
haut,,,,
d',,,,
un,,,,
rocher,,,,
,,,,
en,,,,
promenade,,,,
,,,,
ou,,,,
bien,,,,
que,,,,
je,,,,
me,,,,
suis,,,,
noyé,,,,
,,,,
en,,,,
patinant,,,,
.,,,,
Enfin,,,,
,,,,
invente,,,,
une,,,,
histoire,,,,
,,,,
mais,,,,
que,,,,
la,,,,
pauvre,,,,
femme,,,,
ignore,,,,
toujours,,,,
la,,,,
vérité,,,,
!,,,,
...,,,,
Embrasse,,,,
-,,,,
la,,,,
bien,,,,
pour,,,,
moi,,,,
,,,,
cette,,,,
chère,,,,
mère,,,,
,,,,
embrasse,,,,
aussi,,,,
notre,,,,
père,,,,
,,,,
et,,,,
tâche,,,,
de,,,,
leur,,,,
reconstruire,,,,
vite,,,,
un,,,,
beau,,,,
foyer,,,,
...,,,,
Adieu,,,,
!,,,,
je,,,,
t',,,,
aime,,,,
.,,,,
Souviens,,,,
-,,,,
toi,,,,
de,,,,
Daniel,,,,
.,,,,
»,,,,
Cette,,,,
lettre,,,,
terminée,,,,
,,,,
le,,,,
petit,,,,
Chose,,,,
en,,,,
commence,,,,
tout,,,,
de,,,,
suite,,,,
une,,,,
autre,,,,
ainsi,,,,
conçue,,,,
:,,,,
«,,,,
Monsieur,,,,
l',,,,
abbé,,,,
,,,,
je,,,,
vous,,,,
prie,,,,
de,,,,
faire,,,,
parvenir,,,,
à,,,,
mon,,,,
frère,,,,
Jacques,,,,
la,,,,
lettre,,,,
que,,,,
je,,,,
laisse,,,,
pour,,,,
lui,,,,
.,,,,
En,,,,
même,,,,
temps,,,,
,,,,
vous,,,,
couperez,,,,
de,,,,
mes,,,,
cheveux,,,,
,,,,
et,,,,
vous,,,,
en,,,,
ferez,,,,
un,,,,
petit,,,,
paquet,,,,
pour,,,,
ma,,,,
mère,,,,
.,,,,
«,,,,
Je,,,,
vous,,,,
demande,,,,
pardon,,,,
du,,,,
mal,,,,
que,,,,
je,,,,
vous,,,,
donne,,,,
.,,,,
Je,,,,
me,,,,
suis,,,,
tué,,,,
parce,,,,
que,,,,
j',,,,
étais,,,,
trop,,,,
malheureux,,,,
ici,,,,
.,,,,
Vous,,,,
seul,,,,
,,,,
monsieur,,,,
l',,,,
abbé,,,,
,,,,
vous,,,,
êtes,,,,
toujours,,,,
montré,,,,
très,,,,
bon,,,,
pour,,,,
moi,,,,
.,,,,
Je,,,,
vous,,,,
en,,,,
remercie,,,,
.,,,,
«,,,,
DANIEL,,,,
EYSSETTE,,,,
.,,,,
»,,,,
Après,,,,
quoi,,,,
,,,,
le,,,,
petit,,,,
Chose,,,,
met,,,,
cette,,,,
lettre,,,,
et,,,,
celle,,,,
de,,,,
Jacques,,,,
sous,,,,
une,,,,
même,,,,
grande,,,,
enveloppe,,,,
,,,,
avec,,,,
cette,,,,
suscription,,,,
:,,,,
«,,,,
La,,,,
personne,,,,
qui,,,,
trouvera,,,,
la,,,,
première,,,,
mon,,,,
cadavre,,,,
,,,,
est,,,,
priée,,,,
de,,,,
remettre,,,,
ce,,,,
pli,,,,
entre,,,,
les,,,,
mains,,,,
de,,,,
l',,,,
abbé,,,,
Germane,,,,
.,,,,
»,,,,
Puis,,,,
,,,,
toutes,,,,
ses,,,,
affaires,,,,
terminées,,,,
,,,,
il,,,,
attend,,,,
tranquillement,,,,
la,,,,
fin,,,,
de,,,,
l',,,,
étude,,,,
.,,,,
L',,,,
étude,,,,
est,,,,
finie,,,,
.,,,,
On,,,,
soupe,,,,
,,,,
on,,,,
fait,,,,
la,,,,
prière,,,,
,,,,
on,,,,
monte,,,,
au,,,,
dortoir,,,,
.,,,,
Les,,,,
élèves,,,,
se,,,,
couchent,,,,
,,,,
le,,,,
petit,,,,
Chose,,,,
se,,,,
promène,,,,
de,,,,
long,,,,
en,,,,
large,,,,
,,,,
attendant,,,,
qu',,,,
ils,,,,
soient,,,,
endormis,,,,
.,,,,
Voici,,,,
maintenant,,,,
M.,,,,
Viot,,,,
qui,,,,
fait,,,,
sa,,,,
ronde,,,,
,,,,
on,,,,
entend,,,,
le,,,,
cliquetis,,,,
mystérieux,,,,
de,,,,
ses,,,,
clefs,,,,
et,,,,
le,,,,
bruit,,,,
sourd,,,,
de,,,,
ses,,,,
chaussons,,,,
sur,,,,
le,,,,
parquet,,,,
.,,,,
«,,,,
Bonsoir,,,,
,,,,
monsieur,,,,
Viot,,,,
!,,,,
murmure,,,,
le,,,,
petit,,,,
Chose,,,,
.,,,,
--,,,,
Bonsoir,,,,
,,,,
monsieur,,,,
!,,,,
»,,,,
répond,,,,
à,,,,
voix,,,,
basse,,,,
le,,,,
surveillant,,,,
,,,,
puis,,,,
il,,,,
s',,,,
éloigne,,,,
,,,,
ses,,,,
pas,,,,
se,,,,
perdent,,,,
dans,,,,
le,,,,
corridor,,,,
.,,,,
Le,,,,
petit,,,,
Chose,,,,
est,,,,
seul,,,,
.,,,,
Il,,,,
ouvre,,,,
la,,,,
porte,,,,
doucement,,,,
et,,,,
s',,,,
arrête,,,,
un,,,,
instant,,,,
sur,,,,
le,,,,
palier,,,,
pour,,,,
voir,,,,
si,,,,
les,,,,
élèves,,,,
ne,,,,
se,,,,
réveillent,,,,
pas,,,,
,,,,
mais,,,,
tout,,,,
est,,,,
tranquille,,,,
dans,,,,
le,,,,
dortoir,,,,
.,,,,
Alors,,,,
il,,,,
descend,,,,
,,,,
il,,,,
se,,,,
glisse,,,,
à,,,,
petits,,,,
pas,,,,
dans,,,,
l',,,,
ombre,,,,
des,,,,
murs,,,,
.,,,,
La,,,,
tramontane,,,,
souffle,,,,
tristement,,,,
par,,,,
-,,,,
dessous,,,,
les,,,,
portes,,,,
.,,,,
Au,,,,
bas,,,,
de,,,,
l',,,,
escalier,,,,
,,,,
en,,,,
passant,,,,
devant,,,,
le,,,,
péristyle,,,,
,,,,
il,,,,
aperçoit,,,,
la,,,,
cour,,,,
blanche,,,,
de,,,,
neige,,,,
,,,,
entre,,,,
ses,,,,
quatre,,,,
grands,,,,
corps,,,,
de,,,,
logis,,,,
tout,,,,
sombres,,,,
.,,,,
Là,,,,
-,,,,
haut,,,,
,,,,
près,,,,
des,,,,
toits,,,,
,,,,
veille,,,,
une,,,,
lumière,,,,
:,,,,
c',,,,
est,,,,
l',,,,
abbé,,,,
Germane,,,,
qui,,,,
travaille,,,,
à,,,,
son,,,,
grand,,,,
ouvrage,,,,
.,,,,
Du,,,,
fond,,,,
de,,,,
son,,,,
cœur,,,,
le,,,,
petit,,,,
Chose,,,,
envoie,,,,
un,,,,
dernier,,,,
adieu,,,,
,,,,
bien,,,,
sincère,,,,
à,,,,
ce,,,,
bon,,,,
abbé,,,,
,,,,
puis,,,,
il,,,,
entre,,,,
dans,,,,
la,,,,
salle,,,,
...,,,,
Le,,,,
vieux,,,,
gymnase,,,,
de,,,,
l',,,,
école,,,,
de,,,,
marine,,,,
est,,,,
plein,,,,
d',,,,
une,,,,
ombre,,,,
froide,,,,
et,,,,
sinistre,,,,
.,,,,
Par,,,,
les,,,,
grillages,,,,
d',,,,
une,,,,
fenêtre,,,,
un,,,,
peu,,,,
de,,,,
lune,,,,
descend,,,,
et,,,,
vient,,,,
donner,,,,
en,,,,
plein,,,,
sur,,,,
le,,,,
gros,,,,
anneau,,,,
de,,,,
fer,,,,
--,,,,
oh,,,,
!,,,,
cet,,,,
anneau,,,,
,,,,
le,,,,
petit,,,,
Chose,,,,
ne,,,,
fait,,,,
qu',,,,
y,,,,
penser,,,,
depuis,,,,
des,,,,
heures,,,,
-,,,,
,,,,
sur,,,,
le,,,,
gros,,,,
anneau,,,,
de,,,,
fer,,,,
qui,,,,
reluit,,,,
comme,,,,
de,,,,
l',,,,
argent,,,,
...,,,,
Dans,,,,
un,,,,
coin,,,,
de,,,,
la,,,,
salle,,,,
,,,,
un,,,,
vieil,,,,
escabeau,,,,
dormait,,,,
.,,,,
Le,,,,
petit,,,,
Chose,,,,
va,,,,
le,,,,
prendre,,,,
,,,,
le,,,,
porte,,,,
sous,,,,
l',,,,
anneau,,,,
,,,,
et,,,,
monte,,,,
dessus,,,,
,,,,
il,,,,
ne,,,,
s',,,,
est,,,,
pas,,,,
trompé,,,,
,,,,
c',,,,
est,,,,
juste,,,,
à,,,,
la,,,,
hauteur,,,,
qu',,,,
il,,,,
faut,,,,
.,,,,
Alors,,,,
il,,,,
détache,,,,
sa,,,,
cravate,,,,
,,,,
une,,,,
longue,,,,
cravate,,,,
en,,,,
soie,,,,
violette,,,,
qu',,,,
il,,,,
porte,,,,
chiffonnée,,,,
autour,,,,
de,,,,
son,,,,
cou,,,,
,,,,
comme,,,,
un,,,,
ruban,,,,
.,,,,
Il,,,,
attache,,,,
la,,,,
cravate,,,,
à,,,,
l',,,,
anneau,,,,
et,,,,
fait,,,,
un,,,,
nœud,,,,
coulant,,,,
...,,,,
Une,,,,
heure,,,,
sonne,,,,
.,,,,
Allons,,,,
!,,,,
il,,,,
faut,,,,
mourir,,,,
...,,,,
Avec,,,,
des,,,,
mains,,,,
qui,,,,
tremblent,,,,
,,,,
le,,,,
petit,,,,
Chose,,,,
ouvre,,,,
le,,,,
nœud,,,,
coulant,,,,
.,,,,
Une,,,,
sorte,,,,
de,,,,
fièvre,,,,
le,,,,
transporte,,,,
.,,,,
«,,,,
Adieu,,,,
,,,,
Jacques,,,,
!,,,,
Adieu,,,,
Mme,,,,
Eyssette,,,,
!,,,,
...,,,,
»,,,,
Tout,,,,
à,,,,
coup,,,,
un,,,,
poignet,,,,
de,,,,
fer,,,,
s',,,,
abat,,,,
sur,,,,
lui,,,,
.,,,,
Il,,,,
se,,,,
sent,,,,
saisi,,,,
par,,,,
le,,,,
milieu,,,,
du,,,,
corps,,,,
et,,,,
planté,,,,
debout,,,,
sur,,,,
ses,,,,
pieds,,,,
,,,,
au,,,,
bas,,,,
de,,,,
l',,,,
escabeau,,,,
.,,,,
En,,,,
même,,,,
temps,,,,
une,,,,
voix,,,,
rude,,,,
et,,,,
narquoise,,,,
,,,,
qu',,,,
il,,,,
connaît,,,,
bien,,,,
,,,,
lui,,,,
dit,,,,
:,,,,
«,,,,
En,,,,
voilà,,,,
une,,,,
idée,,,,
,,,,
de,,,,
faire,,,,
du,,,,
trapèze,,,,
à,,,,
cette,,,,
heure,,,,
!,,,,
»,,,,
Le,,,,
petit,,,,
Chose,,,,
se,,,,
retourne,,,,
,,,,
stupéfait,,,,
.,,,,
C',,,,
est,,,,
l',,,,
abbé,,,,
Germane,,,,
,,,,
l',,,,
abbé,,,,
Germane,,,,
sans,,,,
sa,,,,
soutane,,,,
,,,,
en,,,,
culotte,,,,
courte,,,,
,,,,
avec,,,,
son,,,,
rabat,,,,
flottant,,,,
sur,,,,
son,,,,
gilet,,,,
.,,,,
Sa,,,,
belle,,,,
figure,,,,
laide,,,,
sourit,,,,
tristement,,,,
,,,,
à,,,,
demi,,,,
éclairée,,,,
par,,,,
la,,,,
lune,,,,
...,,,,
Une,,,,
seule,,,,
main,,,,
lui,,,,
a,,,,
suffi,,,,
pour,,,,
mettre,,,,
le,,,,
suicidé,,,,
par,,,,
terre,,,,
,,,,
de,,,,
l',,,,
autre,,,,
main,,,,
il,,,,
tient,,,,
encore,,,,
sa,,,,
carafe,,,,
qu',,,,
il,,,,
vient,,,,
de,,,,
remplir,,,,
à,,,,
la,,,,
fontaine,,,,
de,,,,
la,,,,
cour,,,,
.,,,,
De,,,,
voir,,,,
la,,,,
tête,,,,
effarée,,,,
et,,,,
les,,,,
yeux,,,,
pleins,,,,
de,,,,
larmes,,,,
du,,,,
petit,,,,
Chose,,,,
,,,,
l',,,,
abbé,,,,
Germane,,,,
a,,,,
cessé,,,,
de,,,,
sourire,,,,
,,,,
et,,,,
il,,,,
répète,,,,
,,,,
mais,,,,
cette,,,,
fois,,,,
d',,,,
une,,,,
voix,,,,
douce,,,,
et,,,,
presque,,,,
attendrie,,,,
:,,,,
«,,,,
Quelle,,,,
drôle,,,,
d',,,,
idée,,,,
,,,,
mon,,,,
cher,,,,
Daniel,,,,
,,,,
de,,,,
faire,,,,
du,,,,
trapèze,,,,
à,,,,
cette,,,,
heure,,,,
!,,,,
»,,,,
Le,,,,
petit,,,,
Chose,,,,
est,,,,
tout,,,,
rouge,,,,
,,,,
tout,,,,
interdit,,,,
.,,,,
«,,,,
Je,,,,
ne,,,,
fais,,,,
pas,,,,
du,,,,
trapèze,,,,
,,,,
monsieur,,,,
l',,,,
abbé,,,,
,,,,
je,,,,
veux,,,,
mourir,,,,
.,,,,
–,,,,
Comment,,,,
!,,,,
...,,,,
mourir,,,,
?,,,,
:,,,,
..,,,,
Tu,,,,
as,,,,
donc,,,,
bien,,,,
du,,,,
chagrin,,,,
?,,,,
–,,,,
Oh,,,,
!,,,,
...,,,,
répond,,,,
le,,,,
petit,,,,
Chose,,,,
avec,,,,
de,,,,
grosses,,,,
larmes,,,,
brûlantes,,,,
qui,,,,
roulent,,,,
sur,,,,
ses,,,,
joues,,,,
.,,,,
–,,,,
Daniel,,,,
,,,,
tu,,,,
vas,,,,
venir,,,,
avec,,,,
moi,,,,
»,,,,
,,,,
dit,,,,
l',,,,
abbé,,,,
.,,,,
Le,,,,
petit,,,,
Daniel,,,,
fait,,,,
signe,,,,
que,,,,
non,,,,
et,,,,
montre,,,,
l',,,,
anneau,,,,
de,,,,
fer,,,,
avec,,,,
la,,,,
cravate,,,,
...,,,,
L',,,,
abbé,,,,
Germane,,,,
le,,,,
prend,,,,
par,,,,
la,,,,
